19.0687,24.2163,15.923
15.515,50.0058,35.1389
95.1995,49.405,35.6991
90.8223,75.4516,56.2517
32.0675,11.4131,40.2052
82.2095,47.2408,65.6797
19.9724,21.5177,38.1418
74.6264,97.4276,16.9889
10.1933,5.7307,3.98913
63.6225,23.2756,80.4636
24.2145,7.53006,81.2762
66.9652,86.1316,41.7363
43.5169,84.4388,74.2276
11.3549,15.866,4.42115
20.5618,10.9517,55.9148
45.02,6.81688,85.0332
70.3404,76.0905,64.7866
27.7532,16.9567,16.5981
75.3021,84.1827,2.07787
37.4507,73.4073,47.673
82.5686,56.5181,38.6914
65.0315,66.333,43.808
4.37031,28.4163,8.89615
19.6103,51.5254,83.6369
18.5801,53.4231,12.7164
25.1736,52.3047,63.6593
70.9078,97.4474,16.8569
21.2605,56.0501,95.3081
69.3794,43.9348,51.8186
61.3973,16.296,3.67652
89.0704,92.8873,15.3626
17.8795,51.02,32.5936
73.0306,56.8565,69.8213
76.4951,47.2788,40.4214
26.2749,66.4097,44.1954
36.8149,52.6601,0.638535
20.8099,68.6614,31.6601
19.6109,84.8007,0.957674
96.07,21.9973,93.4199
57.1857,25.3781,49.5727
52.4203,4.95758,53.2855
97.0801,19.6676,64.3159
61.9447,10.3748,2.50428
5.09752,83.2291,83.0063
57.4564,45.8589,98.4397
59.832,91.5033,56.7084
40.3561,34.3803,61.7845
57.4507,91.381,52.4636
76.0881,16.5127,82.466
8.76075,90.2137,55.3377
96.7249,47.3051,12.3675
41.8431,64.4533,61.9729
98.1815,96.3767,69.8666
97.7527,55.108,87.5179
43.776,50.4523,41.3454
36.4721,67.9831,62.5001
63.2017,11.3092,76.5491
29.6825,77.145,31.3577
47.69,96.1641,90.2919
67.6935,17.5452,56.5384
60.8958,38.9401,65.0415
54.7532,94.1478,13.32
24.0999,86.943,48.1333
13.8298,75.5302,96.4484
31.1957,6.22936,52.9877
77.4294,96.9561,12.0291
36.4308,75.3538,55.7383
0.385381,58.8589,85.1414
63.339,90.9319,2.89427
49.3088,26.9849,53.487
99.7084,63.9264,2.6954
6.97971,31.8535,73.6381
98.8963,20.7187,30.6261
72.149,71.4394,14.881
79.6801,4.27689,28.7779
59.4376,9.26519,64.8775
26.2049,73.0793,1.40267
98.5518,72.592,25.2675
89.5924,99.3531,23.0645
35.1599,55.3947,12.8374
